kind,address,city,state,zip,subdivision,prop_type,prop_subtype,year_built,acres,lot_sf,finished_sf,beds,baths,list_price,sold_price,sold_date,list_date,date_added,status,query_status,listing_id,source_url,source,effective_price,effective_date,price_per_lot_sf
townhouse,2832 Allen Drive,Edinburg,TX,78539,Rincon De Las Fuentes,Residential,Townhouse,2020,0.044,1900,1430,3,2,248888,,4/17/2026,,2026-01-13T21:22:58+00:00,Closed,sold,492054,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492054/2832-Allen-Drive-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,248888,4/17/2026,130.99
townhouse,1410 S 7th Avenue,Edinburg,TX,78539,Shibui Village,Residential,Townhouse,2025,0.068,2939,2205,3,4,350000,,4/02/2026,,2025-12-17T22:58:35+00:00,Closed,sold,490314,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/490314/1410-S-7th-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,350000,4/02/2026,119.09
townhouse,3217 W Sprague Street 25,Edinburg,TX,78539,Brownwood Ph 2,Residential,Townhouse,2014,0.05,2157,1030,2,2,148000,,3/06/2026,,2026-01-12T23:17:05+00:00,Closed,sold,491949,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491949/3217-W-Sprague-Street-25-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,148000,3/06/2026,68.61
townhouse,519 S 4th Avenue A1,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1983,0.055,2373,1089,2,1,80000,,8/03/2023,,2023-05-25T00:00:00+00:00,Closed,sold,406297,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406297/519-S-4th-Avenue-A1-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,80000,8/03/2023,33.71
townhouse,519 S 4th Avenue,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1975,0.036,1580,696,1,1,60000,,7/19/2024,,2024-06-20T00:00:00+00:00,Closed,sold,441020,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/441020/519-S-4th-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,60000,7/19/2024,37.97
townhouse,3637 N Kenyon Road N,Edinburg,TX,78539,Monte Cristo,Residential,Condominium,1973,0.057,2495,640,1,1,65000,,3/12/2025,,2024-12-27T21:27:01+00:00,Closed,sold,457408,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/457408/3637-N-Kenyon-Road-N-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,65000,3/12/2025,26.05
townhouse,519 S 4th Avenue B2,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1983,0.036,1580,696,1,1,73000,,3/05/2024,,2023-05-25T00:00:00+00:00,Closed,sold,406294,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406294/519-S-4th-Avenue-B2-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,73000,3/05/2024,46.2
townhouse,1114 Tori Lane D,Edinburg,TX,78539,Raynee's Condominiums Ph 1,Residential,Condominium,1977,0.059,2560,1056,2,2,82000,,12/08/2025,,2025-09-14T21:26:50+00:00,Closed,sold,480715,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/480715/1114-Tori-Lane-D-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,82000,12/08/2025,32.03
townhouse,519 S 4th Avenue A1,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1983,0.055,2373,1089,2,1,102660,,12/20/2024,,2024-11-29T15:22:31+00:00,Closed,sold,455641,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/455641/519-S-4th-Avenue-A1-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,102660,12/20/2024,43.26
townhouse,519 S 4th Avenue D2,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1975,0.06,2600,980,2,2,110000,,1/09/2024,,2023-08-28T00:00:00+00:00,Closed,sold,412857,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/412857/519-S-4th-Avenue-D2-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,110000,1/09/2024,42.31
townhouse,3217 W Sprague Street 6,Edinburg,TX,78539,Brownwood Ph 2,Residential,Townhouse,2013,0.055,2387,1030,2,2,140000,,12/05/2023,,2023-10-29T00:00:00+00:00,Closed,sold,417649,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/417649/3217-W-Sprague-Street-6-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,140000,12/05/2023,58.65
townhouse,718 Wellington Avenue,Edinburg,TX,78539,Brownwood Ph 2,Residential,Townhouse,2009,0.059,2556,1146,2,2,143000,,6/10/2024,,2024-02-16T00:00:00+00:00,Closed,sold,427550,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/427550/718-Wellington-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,143000,6/10/2024,55.95
townhouse,3217 W Sprague Street 5,Edinburg,TX,78539,Brownwood Ph 2,Residential,Townhouse,2013,0.055,2387,1030,2,2,145000,,10/01/2024,,2024-03-29T16:01:35+00:00,Closed,sold,432585,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/432585/3217-W-Sprague-Street-5-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,145000,10/01/2024,60.75
townhouse,1420 S 7th Avenue,Edinburg,TX,78539,Shibui Village,Residential,Townhouse,2026,0.068,2940,2600,4,4,429000,,,,2026-04-25T22:04:26+00:00,Active,active,502769,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502769/1420-S-7th-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,429000,2026-04-25,145.92
townhouse,818 Hill Country Road,Edinburg,TX,78539,Hill Country Villas,Residential,Single Family Residence,1999,0.14,6104,2645,5,5,359000,,,,2026-04-24T23:39:03+00:00,Active,active,502539,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502539/818-Hill-Country-Road-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,359000,2026-04-24,58.81
townhouse,1406 N 7th Avenue,Edinburg,TX,78539,Shibui Village,Residential,Townhouse,2025,0.068,2939,1654,2,3,325000,,,,2026-04-16T20:19:41+00:00,Active,active,502017,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502017/1406-N-7th-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,325000,2026-04-16,110.58
townhouse,3608 Bridget Street,Edinburg,TX,78539,Las Villas At Autumn Ridge,Residential,Single Family Residence,2005,0.128,5555,1280,3,2,230000,,,,2026-04-01T22:42:40+00:00,Active,active,500421,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/500421/3608-Bridget-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,230000,2026-04-01,41.4
townhouse,2838 Allen Drive,Edinburg,TX,78539,Rincon De Las Fuentes,Residential,Townhouse,2023,0.045,1951,1502,3,2,265000,,,,2025-06-11T06:25:24+00:00,Active,active,473448,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/473448/2838-Allen-Drive-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,265000,2025-06-11,135.83
townhouse,519 S 4th Avenue C2,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1975,0.055,2374,1089,2,1,110000,,,,2025-10-08T22:54:22+00:00,Active,active,481475,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/481475/519-S-4th-Avenue-C2-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,110000,2025-10-08,46.34
townhouse,3302 S Sugar Road B,Edinburg,TX,78539,Regency,Residential,Townhouse,2019,0.051,2228,1852,3,4,211000,,,,2025-10-14T22:21:36+00:00,Active,active,483248,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483248/3302-S-Sugar-Road-B-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,211000,2025-10-14,94.7
townhouse,4109 Carol Lane,Edinburg,TX,78539,Cesar Village,Residential,Single Family Residence,2025,0.121,5248,1375,3,2,269900,,,,2025-10-24T17:13:54+00:00,Active,active,483984,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483984/4109-Carol-Lane-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,269900,2025-10-24,51.43
townhouse,519 S 4th Avenue,Edinburg,TX,78539,Edinburg Manor Condo,Residential,Condominium,1973,0.055,2374,1089,2,2,85000,,,,2026-03-19T17:08:25+00:00,Active,active,498337,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/498337/519-S-4th-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,85000,2026-03-19,35.8
townhouse,3507 Bridget Street,Edinburg,TX,78539,Las Villas At Autumn Ridge,Residential,Single Family Residence,2005,0.133,5797,2167,3,3,229000,,,,2026-01-27T22:32:35+00:00,Active,active,493173,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493173/3507-Bridget-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,229000,2026-01-27,39.5
townhouse,1920 Katherine Avenue,Edinburg,TX,78539,Las Villas At Autumn Ridge,Residential,Single Family Residence,2005,0.126,5502,1789,3,3,229999,,,,2026-01-28T04:59:21+00:00,Active,active,493299,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493299/1920-Katherine-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,229999,2026-01-28,41.8
townhouse,4212 Carol Drive,Edinburg,TX,78541,Cesar Village,Residential,Single Family Residence,2025,0.126,5475,1455,3,2,279000,,3/26/2026,,2026-02-17T03:41:03+00:00,Closed,sold,494996,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/494996/4212-Carol-Drive-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,279000,3/26/2026,50.96
townhouse,1606 Nassau Street,Edinburg,TX,78541,Summer Winds Ph. 1,Residential,Townhouse,2005,0.046,2002,1211,2,3,132000,,3/24/2026,,2026-01-12T17:16:14+00:00,Closed,sold,491862,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491862/1606-Nassau-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,132000,3/24/2026,65.93
townhouse,2221 N Woody Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,2024,0.047,2059,1555,3,2,250000,,3/24/2026,,2025-10-24T15:11:46+00:00,Closed,sold,483064,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483064/2221-N-Woody-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,250000,3/24/2026,121.42
townhouse,2304 N Revolution Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,2024,0.135,5884,1462,3,2,247000,,3/23/2026,,2025-12-13T01:22:26+00:00,Closed,sold,488907,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488907/2304-N-Revolution-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,247000,3/23/2026,41.98
townhouse,2317 N Woody Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,2024,0.136,5942,1459,3,2,240000,,3/10/2026,,2025-12-13T04:25:02+00:00,Closed,sold,488998,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488998/2317-N-Woody-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,240000,3/10/2026,40.39
townhouse,2225 N Woody Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,2024,0.135,5884,1459,3,2,279000,,3/04/2026,,2026-01-12T21:18:46+00:00,Closed,sold,491922,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491922/2225-N-Woody-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,279000,3/04/2026,47.42
townhouse,4220 Carol Lane,Edinburg,TX,78541,Cesar Village,Residential,Single Family Residence,2025,0.126,5475,1455,3,2,274000,,2/25/2026,,2025-12-04T23:43:31+00:00,Closed,sold,488195,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488195/4220-Carol-Lane-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,274000,2/25/2026,50.05
townhouse,4005 Alexia Lane,Edinburg,TX,78541,Cesar Village,Residential,Single Family Residence,2025,0.126,5475,1468,3,2,277000,,1/27/2026,,2025-10-07T17:33:57+00:00,Closed,sold,482734,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/482734/4005-Alexia-Lane-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,277000,1/27/2026,50.59
townhouse,1600 Nassau Street,Edinburg,TX,78541,Summer Winds Ph. 1,Residential,Townhouse,2005,0.046,2002,1229,2,3,131000,,1/26/2026,,2025-11-03T21:19:17+00:00,Closed,sold,486093,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/486093/1600-Nassau-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,131000,1/26/2026,65.43
townhouse,901 N Yale Drive,Edinburg,TX,78541,University Village,Residential,Single Family Residence,2003,0.142,6181,1678,3,2,230000,,6/09/2023,,2023-05-01T00:00:00+00:00,Closed,sold,403348,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/403348/901-N-Yale-Drive-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,230000,6/09/2023,37.21
townhouse,1602 Nassau Street,Edinburg,TX,78541,Summer Winds Ph. 1,Residential,Townhouse,2005,0.046,2002,1226,2,3,135000,,8/21/2025,,2025-04-17T13:16:53+00:00,Closed,sold,468053,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/468053/1602-Nassau-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,135000,8/21/2025,67.43
townhouse,1604 Nassau Street,Edinburg,TX,78541,Summer Winds Ph. 1,Residential,Townhouse,2005,0.046,2002,1211,2,3,142000,,,,2026-04-22T16:36:22+00:00,Active,active,501217,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501217/1604-Nassau-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,142000,2026-04-22,70.93
townhouse,2312 N Revolution Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,2024,0.136,5939,1419,3,2,268000,,,,2026-04-17T16:28:09+00:00,Active,active,502078,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502078/2312-N-Revolution-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,268000,2026-04-17,45.13
townhouse,2702 Phoenix Street,Edinburg,TX,78541,Summer Winds,Residential,Townhouse,2013,0.073,3183,1280,3,3,189000,,,,2026-04-09T23:28:49+00:00,Active,active,501222,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501222/2702-Phoenix-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,189000,2026-04-09,59.38
townhouse,2220 N Revolution Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,2024,0.135,5884,1415,3,2,280000,,,,2026-03-21T06:21:37+00:00,Active,active,498770,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/498770/2220-N-Revolution-Street-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,280000,2026-03-21,47.59
townhouse,4125 Carol Lane,Edinburg,TX,78541,Cesar Village,Residential,Single Family Residence,2025,0.13,5662,1405,3,2,254000,,,,2026-03-18T15:58:15+00:00,Active,active,498432,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/498432/4125-Carol-Lane-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,254000,2026-03-18,44.86
townhouse,2228 N Revolution,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,2023,0.135,5884,1326,3,2,248000,,,,2025-08-05T23:21:03+00:00,Active,active,477766,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/477766/2228-N-Revolution-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,248000,2025-08-05,42.15
townhouse,324 Toronto Avenue 39,McAllen,TX,78541,Townhomes Of Los Alegres #2,Residential,Townhouse,1990,0.067,2924,2219,4,3,345000,,,,2025-11-03T21:18:19+00:00,Active,active,485870,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/485870/324-Toronto-Avenue-39-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,345000,2025-11-03,117.99
townhouse,4017 Carol Lane,Edinburg,TX,78542,Cesar Village,Residential,Single Family Residence,2025,0.126,5499,1420,3,3,269000,,4/16/2026,,2026-01-20T16:18:28+00:00,Closed,sold,492636,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492636/4017-Carol-Lane-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,269000,4/16/2026,48.92
townhouse,4013 Carol Lane,Edinburg,TX,78542,Cesar Village,Residential,Single Family Residence,2025,0.126,5499,1469,4,2,270000,,3/31/2026,,2025-11-11T16:30:57+00:00,Closed,sold,486677,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/486677/4013-Carol-Lane-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,270000,3/31/2026,49.1
townhouse,3510 Country Club Drive 4,Edinburg,TX,78542,Monte Cristo Golf & Country Club,Residential,Townhouse,1975,0.044,1920,1152,2,3,108000,,6/15/2023,,2023-05-24T00:00:00+00:00,Closed,sold,406262,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406262/3510-Country-Club-Drive-4-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,108000,6/15/2023,56.25
townhouse,2404 Verbena Avenue,Edinburg,TX,78542,Mesquite Village,Residential,Mobile Home,1996,0.13,5662,678,2,1,68000,,5/30/2025,,2024-11-22T23:11:15+00:00,Closed,sold,455446,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/455446/2404-Verbena-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,68000,5/30/2025,12.01
townhouse,4117 Alexia Lane,Edinburg,TX,78542,Cesar Village,Residential,Single Family Residence,2026,0.139,6050,1500,3,3,274990,,,,2026-04-18T18:36:07+00:00,Active,active,501932,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501932/4117-Alexia-Lane-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,274990,2026-04-18,45.45
townhouse,4013 Alexia Lane,Edinburg,TX,78542,Cesar Village,Residential,Single Family Residence,2025,0.126,5499,1440,3,3,269000,,,,2026-04-13T19:20:04+00:00,Active,active,501655,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501655/4013-Alexia-Lane-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,269000,2026-04-13,48.92
townhouse,2616 Verbena Avenue,Edinburg,TX,78542,Mesquite Village,Residential,Mobile Home,1984,0.121,5248,1764,4,3,120000,,,,2026-04-08T02:48:32+00:00,Active,active,501069,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501069/2616-Verbena-Avenue-Edinburg-TX?widgetReferer=true,IDX-juanjoseelizondo,120000,2026-04-08,22.87
townhouse,217 Robin Avenue,McAllen,TX,78504,North Garden Villas,Residential,Townhouse,2009,0.055,2408,1478,2,3,180000,,4/17/2026,,2026-02-03T22:51:19+00:00,Closed,sold,493923,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493923/217-Robin-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,180000,4/17/2026,74.75
townhouse,1100 Shasta Avenue 7,McAllen,TX,78504,Primrose Homes Condominiums,Residential,Condominium,2001,0.077,3371,1204,2,2,143000,,4/17/2026,,2025-12-08T21:56:28+00:00,Closed,sold,488543,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488543/1100-Shasta-Avenue-7-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,143000,4/17/2026,42.42
townhouse,4808 Oleander Avenue,McAllen,TX,78504,Taylor Creek Villages,Residential,Single Family Residence,2025,0.138,5999,1320,3,2,250000,,3/24/2026,,2025-04-16T07:14:45+00:00,Closed,sold,467947,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/467947/4808-Oleander-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,250000,3/24/2026,41.67
townhouse,1328 Ozark Avenue,McAllen,TX,78504,Villagio,Residential,Single Family Residence,2014,0.064,2779,1455,3,2,245000,,6/05/2023,,2023-05-10T00:00:00+00:00,Closed,sold,404378,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/404378/1328-Ozark-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,245000,6/05/2023,88.16
townhouse,3116 York Avenue,McAllen,TX,78504,Villanueva Estates At Trinity Oaks,Residential,Single Family Residence,2023,0.139,6050,1503,3,2,256000,,6/16/2023,,2023-04-14T00:00:00+00:00,Closed,sold,402021,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/402021/3116-York-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,256000,6/16/2023,42.31
townhouse,2609 Warbler Avenue,McAllen,TX,78504,Habitat Village,Residential,Townhouse,2024,0.06,2600,1449,3,3,27100,,6/11/2025,,2025-03-28T06:57:10+00:00,Closed,sold,466301,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/466301/2609-Warbler-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,27100,6/11/2025,10.42
townhouse,9401 N 10th Street 2,McAllen,TX,78504,Timberhill Villa # 2,Residential,Mobile Home,1989,0.106,4596,1036,2,2,55000,,8/18/2025,,2025-07-16T14:13:39+00:00,Closed,sold,476060,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/476060/9401-N-10th-Street-2-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,55000,8/18/2025,11.97
townhouse,9401 N 10th Street,McAllen,TX,78504,Timberhill Villa,Residential,Mobile Home,1979,0.096,4176,1008,2,2,70000,,3/25/2024,,2024-01-02T00:00:00+00:00,Closed,sold,423116,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/423116/9401-N-10th-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,70000,3/25/2024,16.76
townhouse,6800 N 23rd Street 6,McAllen,TX,78504,Las Torres Condominiums,Residential,Condominium,1980,0.053,2322,1067,2,1,95000,,6/30/2025,,2025-06-02T17:19:26+00:00,Closed,sold,472676,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/472676/6800-N-23rd-Street-6-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,95000,6/30/2025,40.91
townhouse,6800 N 23rd Street 3,McAllen,TX,78504,Las Torres Condominiums,Residential,Condominium,1980,0.053,2322,1067,2,1,95000,,6/30/2025,,2025-06-02T18:25:19+00:00,Closed,sold,472686,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/472686/6800-N-23rd-Street-3-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,95000,6/30/2025,40.91
townhouse,5308 N 15th Street 3,McAllen,TX,78504,Santa Elena Condominiums,Residential,Condominium,1990,0.054,2360,1092,2,2,117000,,6/09/2025,,2025-01-13T21:25:45+00:00,Closed,sold,457059,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/457059/5308-N-15th-Street-3-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,117000,6/09/2025,49.58
townhouse,704 Kerry Lane,McAllen,TX,78504,El Cazador,Residential,Townhouse,1991,0.078,3415,1741,3,2,132000,,9/15/2025,,2025-05-12T22:16:08+00:00,Closed,sold,471095,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/471095/704-Kerry-Lane-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,132000,9/15/2025,38.65
townhouse,6832 N 4th Street,McAllen,TX,78504,Diamante Village,Residential,Townhouse,2006,0.052,2249,1697,3,3,145000,,10/09/2024,,2024-09-20T01:57:23+00:00,Closed,sold,449617,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/449617/6832-N-4th-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,145000,10/09/2024,64.47
townhouse,1600 W Nolana Avenue C-15,McAllen,TX,78504,Case Madrid Townhouses,Residential,Condominium,1973,0.075,3263,945,2,2,164000,,7/04/2024,,2024-06-07T00:00:00+00:00,Closed,sold,440354,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/440354/1600-W-Nolana-Avenue-C-15-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,164000,7/04/2024,50.26
townhouse,2641 Warbler Avenue,McAllen,TX,78504,Habitat Village,Residential,Townhouse,2024,0.06,2600,1420,3,3,267000,,,,2026-04-20T15:21:11+00:00,Active,active,502232,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502232/2641-Warbler-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,267000,2026-04-20,102.69
townhouse,2637 Warbler Avenue,McAllen,TX,78504,Habitat Village,Residential,Townhouse,2024,0.06,2600,1449,3,3,269000,,,,2026-04-20T15:21:01+00:00,Active,active,501643,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501643/2637-Warbler-Avenue-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,269000,2026-04-20,103.46
townhouse,9401 10th,McAllen,TX,78504,Timberhill Villa # 2,Residential,Mobile Home,1989,0.116,5062,826,2,1,68000,,,,2026-04-17T16:28:10+00:00,Active,active,502074,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502074/9401-10th-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,68000,2026-04-17,13.43
townhouse,10202 N 13th Street,McAllen,TX,78504,Villas On Freddy,Residential,Single Family Residence,2021,0.092,3994,2257,3,3,304000,,,,2025-04-24T03:19:08+00:00,Pending,active,469357,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/469357/10202-N-13th-Street-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,304000,2025-04-24,76.11
townhouse,5321 N 10th Street 204,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-27T20:19:07+00:00,Active,active,474676,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474676/5321-N-10th-Street-204-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-27,116.21
townhouse,5321 N 10th Street 101,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-27T21:21:05+00:00,Active,active,474720,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474720/5321-N-10th-Street-101-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-27,116.21
townhouse,5321 N 10th Street 104,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-27T22:21:58+00:00,Pending,active,474728,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474728/5321-N-10th-Street-104-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-27,116.21
townhouse,5321 N 10th Street 201,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1982,0.04,1721,1962,2,2,200000,,,,2025-06-27T22:22:00+00:00,Active,active,474732,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474732/5321-N-10th-Street-201-McAllen-TX?widgetReferer=true,IDX-juanjoseelizondo,200000,2025-06-27,116.21
