tier,source,comp_type,address,city,state,zip,subdivision,prop_type,prop_subtype,lot_sf,finished_sf,year_built,beds,baths,price,price_per_lot_sf,date,status,query_status,mls_id,source_url,notes,tier_rationale
A,HCAD-acttax,cad_improved,2201 N WOODY ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,72540,,2026 CAD,CAD_improved,cad,R469800000000100,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000000100,"CAD land=$72,540 impr=$200,834 | legal: RUSSELL VILLAGE LOT 1",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_vacant,N WOODY ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,53410,,2026 CAD,CAD_assessed,cad,R469800000001800,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000001800,"CAD land=$53,410 impr=$0 | legal: RUSSELL VILLAGE LOT 18",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_vacant,N WOODY ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,55242,,2026 CAD,CAD_assessed,cad,R469800000001500,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000001500,"CAD land=$55,242 impr=$0 | legal: RUSSELL VILLAGE LOT 15",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_vacant,N WOODY ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_assessed,cad,R469800000000900,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000000900,"CAD land=$54,731 impr=$0 | legal: RUSSELL VILLAGE LOT 9",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,1017 W CLOUD 9 LN,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,59846,,2026 CAD,CAD_improved,cad,R469800000005700,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000005700,"CAD land=$59,846 impr=$186,793 | legal: RUSSELL VILLAGE LOT 57",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_vacant,W CLOUD 9 LANE,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,70657,,2026 CAD,CAD_assessed,cad,R469800000004800,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000004800,"CAD land=$70,657 impr=$0 | legal: RUSSELL VILLAGE LOT 48",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,W CLOUD 9 LN,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,59846,,2026 CAD,CAD_improved,cad,R469800000005800,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000005800,"CAD land=$59,846 impr=$208,130 | legal: RUSSELL VILLAGE LOT 58",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,1025 W CLOUD 9 LN,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,59846,,2026 CAD,CAD_improved,cad,R469800000005500,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000005500,"CAD land=$59,846 impr=$216,035 | legal: RUSSELL VILLAGE LOT 55",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,1009 W CLOUD 9 LN,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,64240,,2026 CAD,CAD_improved,cad,R469800000005900,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000005900,"CAD land=$64,240 impr=$208,904 | legal: RUSSELL VILLAGE LOT 59",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_vacant,N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,55242,,2026 CAD,CAD_assessed,cad,R469800000003500,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003500,"CAD land=$55,242 impr=$0 | legal: RUSSELL VILLAGE LOT 35",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,2408 N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,55242,,2026 CAD,CAD_improved,cad,R469800000003200,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003200,"CAD land=$55,242 impr=$92,659 | legal: RUSSELL VILLAGE LOT 32",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,2412 N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,55242,,2026 CAD,CAD_improved,cad,R469800000003100,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003100,"CAD land=$55,242 impr=$109,736 | legal: RUSSELL VILLAGE LOT 31",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,2404 N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,55242,,2026 CAD,CAD_improved,cad,R469800000003300,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003300,"CAD land=$55,242 impr=$93,489 | legal: RUSSELL VILLAGE LOT 33",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,53410,,2026 CAD,CAD_improved,cad,R469800000003000,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003000,"CAD land=$53,410 impr=$142,902 | legal: RUSSELL VILLAGE LOT 30",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,2228 N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_improved,cad,R469800000004200,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000004200,"CAD land=$54,731 impr=$192,540 | legal: RUSSELL VILLAGE LOT 42",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_improved,cad,R469800000003800,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003800,"CAD land=$54,731 impr=$196,599 | legal: RUSSELL VILLAGE LOT 38",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,2224 N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_improved,cad,R469800000004300,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000004300,"CAD land=$54,731 impr=$180,833 | legal: RUSSELL VILLAGE LOT 43",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_improved,cad,R469800000004100,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000004100,"CAD land=$54,731 impr=$182,681 | legal: RUSSELL VILLAGE LOT 41",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,2312 N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,55242,,2026 CAD,CAD_improved,cad,R469800000003600,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003600,"CAD land=$55,242 impr=$195,616 | legal: RUSSELL VILLAGE LOT 36",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,2400 N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,55242,,2026 CAD,CAD_improved,cad,R469800000003400,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003400,"CAD land=$55,242 impr=$236,501 | legal: RUSSELL VILLAGE LOT 34",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_improved,cad,R469800000004000,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000004000,"CAD land=$54,731 impr=$188,588 | legal: RUSSELL VILLAGE LOT 40",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_vacant,N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,69103,,2026 CAD,CAD_assessed,cad,R469800000002900,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000002900,"CAD land=$69,103 impr=$0 | legal: RUSSELL VILLAGE LOT 29",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_improved,cad,R469800000003900,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000003900,"CAD land=$54,731 impr=$220,327 | legal: RUSSELL VILLAGE LOT 39",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_improved,cad,R469800000004400,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000004400,"CAD land=$54,731 impr=$192,694 | legal: RUSSELL VILLAGE LOT 44",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
A,HCAD-acttax,cad_improved,2214 N REVOLUTION ST,Edinburg,TX,78541,Russell Village,Townhouse Lot,,,,,,,54731,,2026 CAD,CAD_improved,cad,R469800000004500,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000004500,"CAD land=$54,731 impr=$194,310 | legal: RUSSELL VILLAGE LOT 45",Russell Village = SAME BUILDER prior platted product — strongest behavioral comp
D,Crexi,crexi_land,"0.08 acres

325 S 17th Street McAllen, TX 78501",th Street McAllen,TX,,,land,,3484,,,,,235000,,2026 active,active,cross_check,,,"Crexi data: $2,937,500/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.097 acres

215 S 17th Street McAllen, TX 78501",th Street McAllen,TX,,,land,,4225,,,,,475000,,2026 active,active,cross_check,,,"Crexi data: $4,896,907/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.199 acres

809 N Ware Road McAllen, TX 78501",N Ware Road McAllen,TX,,,land,,8668,,,,,695000,,2026 active,active,cross_check,,,"Crexi data: $3,492,462/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.321 acres

2245 Erie Avenue McAllen, TX 78501",Erie Avenue McAllen,TX,,,land,,13982,,,,,299000,,2026 active,active,cross_check,,,"Crexi data: $931,464/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.62 acres

Lot 5 Buddy Owens Blvd McAllen, TX 78504",Buddy Owens Blvd McAllen,TX,,,land,,27007,,,,,391500,,2026 active,active,cross_check,,,"Crexi data: $631,452/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.62 acres

Lot 9 Buddy Owens Blvd McAllen, TX 78504",Buddy Owens Blvd McAllen,TX,,,land,,27007,,,,,391500,,2026 active,active,cross_check,,,"Crexi data: $631,452/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.62 acres

Lot 6 Buddy Owens Blvd McAllen McAllen, TX 78504",Buddy Owens Blvd McAllen McAllen,TX,,,land,,27007,,,,,607500,,2026 active,active,cross_check,,,"Crexi data: $979,839/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.68 acres

2431 S McColl Rd McAllen, TX 78503",S McColl Rd McAllen,TX,,,land,,29620,,,,,355450,,2026 active,active,cross_check,,,"Crexi data: $522,721/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.725 acres

2817 N 29th Street McAllen, TX 78504",th Street McAllen,TX,,,land,,31581,,,,,521021,,2026 active,active,cross_check,,,"Crexi data: $718,650/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.75 acres

3750 N Jackson Road Pharr, TX 78577",N Jackson Road Pharr,TX,,,land,,32670,,,,,750000,,2026 active,active,cross_check,,,"Crexi data: $1,000,000/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"800,000

721 E Nolana Avenue

Commercial Land I 0.77 Acres Available

721 E Nolana Avenue Edinburg, TX 78504",E Nolana Avenue Edinburg,TX,,,land,,33541,,,,,800000,,2026 active,active,cross_check,,,"Crexi data: $1,038,961/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"s premier retai

4325 N 10th Street McAllen, TX 78504",th Street McAllen,TX,,,land,,35719,,,,,2050000,,2026 active,active,cross_check,,,"Crexi data: $2,500,000/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0.832 acres

3612 N 29th Street McAllen, TX 78504",th Street McAllen,TX,,,land,,36241,,,,,543750,,2026 active,active,cross_check,,,"Crexi data: $653,546/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.12 acres

Lot 1 Buddy Owens Blvd McAllen, TX 78504 McAllen, TX 78504",Buddy Owens Blvd McAllen,TX,,,land,,48787,,,,,876551,,2026 active,active,cross_check,,,"Crexi data: $782,635/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.2 acres

1301 E Fern Avenue McAllen, TX 78501",E Fern Avenue McAllen,TX,,,land,,52272,,,,,545000,,2026 active,active,cross_check,,,"Crexi data: $454,167/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.23 acres

LOT 1 E Dicker Road Hidalgo, TX 78557",E Dicker Road Hidalgo,TX,,,land,,53578,,,,,650000,,2026 active,active,cross_check,,,"Crexi data: $528,455/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.34 acres

512 Ware Road McAllen, TX 78503",Ware Road McAllen,TX,,,land,,58370,,,,,1750000,,2026 active,active,cross_check,,,"Crexi data: $1,305,970/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.36 acres

4500 N 29th Street McAllen, TX 78504",th Street McAllen,TX,,,land,,59241,,,,,650000,,2026 active,active,cross_check,,,"Crexi data: $477,941/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.39 acres

6221 N Taylor Road Mission, TX 78504",N Taylor Road Mission,TX,,,land,,60548,,,,,1300000,,2026 active,active,cross_check,,,"Crexi data: $935,252/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.45 acres

0 E Dicker Road McAllen, TX 78501",E Dicker Road McAllen,TX,,,land,,63162,,,,,309493,,2026 active,active,cross_check,,,"Crexi data: $213,443/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.48 acres

1900 W Eldora Road Pharr, TX 78577",W Eldora Road Pharr,TX,,,land,,64468,,,,,1375000,,2026 active,active,cross_check,,,"Crexi data: $929,054/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.51 acres

00 S Bales Road McAllen, TX 78501",S Bales Road McAllen,TX,,,land,,65775,,,,,875000,,2026 active,active,cross_check,,,"Crexi data: $579,470/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.613 acres

3100 W University Drive Edinburg, TX 78539",W University Drive Edinburg,TX,,,land,,70262,,,,,1600050,,2026 active,active,cross_check,,,"Crexi data: $991,971/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"1.946 acres

4705 N Mccoll Road McAllen, TX 78504",N Mccoll Road McAllen,TX,,,land,,84767,,,,,2500000,,2026 active,active,cross_check,,,"Crexi data: $1,284,687/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.091 acres

2901-3029 N Jackson Road McAllen, TX 78501",N Jackson Road McAllen,TX,,,land,,91083,,,,,1093200,,2026 active,active,cross_check,,,"Crexi data: $522,812/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.202 acres

5201 W Military Highway McAllen, TX 78503",W Military Highway McAllen,TX,,,land,,95919,,,,,1050000,,2026 active,active,cross_check,,,"Crexi data: $476,839/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.22 acres

1101 E Jasmine Avenue McAllen, TX 78501",E Jasmine Avenue McAllen,TX,,,land,,96703,,,,,1165000,,2026 active,active,cross_check,,,"Crexi data: $524,775/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.25 acres

4421 W Expressway 83 McAllen, TX 78501",McAllen,TX,,,land,,98010,,,,,1990000,,2026 active,active,cross_check,,,"Crexi data: $884,444/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.34 acres

717 E Ridge Road E McAllen, TX 78503",E Ridge Road E McAllen,TX,,,land,,101930,,,,,1529000,,2026 active,active,cross_check,,,"Crexi data: $653,419/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.681 acres

901 E Ridge Avenue McAllen, TX 78503",E Ridge Avenue McAllen,TX,,,land,,116784,,,,,1870000,,2026 active,active,cross_check,,,"Crexi data: $697,501/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.692 acres

3801 W US Highway Business 83 Highway W McAllen, TX 78572",Highway W McAllen,TX,,,land,,117263,,,,,1099000,,2026 active,active,cross_check,,,"Crexi data: $408,247/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.78 acres

200 Tulip Avenue McAllen, TX 78504",Tulip Avenue McAllen,TX,,,land,,121096,,,,,1699000,,2026 active,active,cross_check,,,"Crexi data: $611,151/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"2.92 acres

TBD N Mccoll McAllen, TX 78504","acres

TBD N Mccoll McAllen",TX,,,land,,127195,,,,,2200000,,2026 active,active,cross_check,,,"Crexi data: $753,425/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"3.279 acres

1401 E Jonquil Avenue McAllen, TX 78501",E Jonquil Avenue McAllen,TX,,,land,,142833,,,,,860000,,2026 active,active,cross_check,,,"Crexi data: $262,275/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"3.306 acres

7300 N Ware Road McAllen, TX 78501",N Ware Road McAllen,TX,,,land,,144009,,,,,1400000,,2026 active,active,cross_check,,,"Crexi data: $423,472/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"3.33 acres

4400 S State Highway 107 McAllen, TX 78504",McAllen,TX,,,land,,145054,,,,,1200000,,2026 active,active,cross_check,,,"Crexi data: $360,360/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"0 Produce Road, Hidalgo, TX 78577",Hidalgo,TX,,,land,,165963,165963.6,,,,499000,3.01,2026 active,active,cross_check,,,"Crexi data: $130,971/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"3.85 acres

4220 N Jackson Road McAllen, TX 78501",N Jackson Road McAllen,TX,,,land,,167706,,,,,2700000,,2026 active,active,cross_check,,,"Crexi data: $701,299/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"3.88 acres

4600 Auburn Avenue McAllen, TX 78504",Auburn Avenue McAllen,TX,,,land,,169012,,,,,650000,,2026 active,active,cross_check,,,"Crexi data: $167,526/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"4.19 acres

0 S 10th Street McAllen, TX 78501",th Street McAllen,TX,,,land,,182516,,,,,2200000,,2026 active,active,cross_check,,,"Crexi data: $525,060/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"4.72 acres

4508 N Taylor Road McAllen, TX 78504",N Taylor Road McAllen,TX,,,land,,205603,,,,,1700000,,2026 active,active,cross_check,,,"Crexi data: $360,169/ac",Crexi cross-check — broader Hidalgo land market
D,Crexi,crexi_land,"4.82 acres

1625 W State Highway 107 Highway McAllen, TX 78504",Highway McAllen,TX,,,land,,209959,,,,,1000000,,2026 active,active,cross_check,,,"Crexi data: $207,469/ac",Crexi cross-check — broader Hidalgo land market
D,HCAD-developer-portfolio,developer_held,1406 S MICHIGAN STREET,,TX,,ALTON VILLAGE APARTMENTS,Lot,,,,,,,125388,,2026 CAD,CAD_developer_held,cad,A378000000002900,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=A378000000002900,TURQUESA Alton Village #29,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,1410 S MICHIGAN STREET,,TX,,ALTON VILLAGE APARTMENTS,Lot,,,,,,,125388,,2026 CAD,CAD_developer_held,cad,A378000000003000,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=A378000000003000,TURQUESA Alton Village #30,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,1104 E ACACIA DR,,TX,,OAK RIDGE ESTATES,Lot,,,,,,,75502,,2026 CAD,CAD_developer_held,cad,O064000000002000,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=O064000000002000,TURQUESA Oak Ridge #20,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,1817 N MANGROVE ST,,TX,,OAK RIDGE ESTATES,Lot,,,,,,,57432,,2026 CAD,CAD_developer_held,cad,O064000000012100,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=O064000000012100,TURQUESA Oak Ridge #121,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,1813 N MANGROVE ST,,TX,,OAK RIDGE ESTATES,Lot,,,,,,,57432,,2026 CAD,CAD_developer_held,cad,O064000000012200,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=O064000000012200,TURQUESA Oak Ridge #122,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,N. WOODY ST.,,TX,,RUSSELL VILLAGE,Lot,,,,,,,55242,,2026 CAD,CAD_developer_held,cad,R469800000001700,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000001700,TURQUESA Russell Village #17,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,1009 W CLOUD 9 LN,,TX,,RUSSELL VILLAGE,Lot,,,,,,,64240,,2026 CAD,CAD_developer_held,cad,R469800000005900,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=R469800000005900,TURQUESA Russell Village #59,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,ROGERS RD,,TX,,TEX-MEX SURVEY,Lot,,,,,,,155022,,2026 CAD,CAD_developer_held,cad,T210000244000808,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=T210000244000808,TURQUESA SUBJECT (Tex-Mex Sec 244),Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,S MAYBERRY RD,,TX,,WEST ADDN TO SHARYLAND S10AC,Lot,,,,,,,520000,,2026 CAD,CAD_developer_held,cad,W010000038000900,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=W010000038000900,TALGAOS West Sharyland S10AC Lot 38-9,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,2208 VICTORIA ST,,TX,,LAS VILLAS DEL RIO PH 2B,Lot,,,,,,,65910,,2026 CAD,CAD_developer_held,cad,L33972B000024600,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=L33972B000024600,TALGAOS Las Villas del Rio #246,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,2323 DORADO DR,,TX,,MAR,Lot,,,,,,,49949,,2026 CAD,CAD_developer_held,cad,M082500000006700,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=M082500000006700,TALGAOS Mar Lot 67,Developer-held lot (Turquesa or Talgaos) — CAD basis only
D,HCAD-developer-portfolio,developer_held,3613 ZELMA ST,,TX,,MONMACK TERRACE NO. 2,Lot,,,,,,,130540,,2026 CAD,CAD_developer_held,cad,M572002000000200,https://actweb.acttax.com/act_webdev/hidalgo/showdetail2.jsp?can=M572002000000200,TALGAOS Monmack Terrace #2,Developer-held lot (Turquesa or Talgaos) — CAD basis only
