tier,source,comp_type,address,city,state,zip,subdivision,prop_type,prop_subtype,lot_sf,finished_sf,year_built,beds,baths,price,price_per_lot_sf,date,status,query_status,mls_id,source_url,notes,tier_rationale
D,IDX-juanjoseelizondo,townhouse_retail,2304 N Revolution Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,5884,1462,2024,3,2,247000,41.98,3/23/2026,Closed,sold,488907,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488907/2304-N-Revolution-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,2317 N Woody Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,5942,1459,2024,3,2,240000,40.39,3/10/2026,Closed,sold,488998,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488998/2317-N-Woody-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,2225 N Woody Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,5884,1459,2024,3,2,279000,47.42,3/04/2026,Closed,sold,491922,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491922/2225-N-Woody-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,4220 Carol Lane,Edinburg,TX,78541,Cesar Village,Residential,Single Family Residence,5475,1455,2025,3,2,274000,50.05,2/25/2026,Closed,sold,488195,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488195/4220-Carol-Lane-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,4005 Alexia Lane,Edinburg,TX,78541,Cesar Village,Residential,Single Family Residence,5475,1468,2025,3,2,277000,50.59,1/27/2026,Closed,sold,482734,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/482734/4005-Alexia-Lane-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
A,IDX-juanjoseelizondo,townhouse_retail,1600 Nassau Street,Edinburg,TX,78541,Summer Winds Ph. 1,Residential,Townhouse,2002,1229,2005,2,3,131000,65.43,1/26/2026,Closed,sold,486093,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/486093/1600-Nassau-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
D,IDX-juanjoseelizondo,townhouse_retail,901 N Yale Drive,Edinburg,TX,78541,University Village,Residential,Single Family Residence,6181,1678,2003,3,2,230000,37.21,6/09/2023,Closed,sold,403348,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/403348/901-N-Yale-Drive-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
A,IDX-juanjoseelizondo,townhouse_retail,1602 Nassau Street,Edinburg,TX,78541,Summer Winds Ph. 1,Residential,Townhouse,2002,1226,2005,2,3,135000,67.43,8/21/2025,Closed,sold,468053,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/468053/1602-Nassau-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
C,IDX-juanjoseelizondo,townhouse_retail,1604 Nassau Street,Edinburg,TX,78541,Summer Winds Ph. 1,Residential,Townhouse,2002,1211,2005,2,3,142000,70.93,2026-04-22,Active,active,501217,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501217/1604-Nassau-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,2312 N Revolution Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,5939,1419,2024,3,2,268000,45.13,2026-04-17,Active,active,502078,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502078/2312-N-Revolution-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,2702 Phoenix Street,Edinburg,TX,78541,Summer Winds,Residential,Townhouse,3183,1280,2013,3,3,189000,59.38,2026-04-09,Active,active,501222,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501222/2702-Phoenix-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,2220 N Revolution Street,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,5884,1415,2024,3,2,280000,47.59,2026-03-21,Active,active,498770,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/498770/2220-N-Revolution-Street-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,4125 Carol Lane,Edinburg,TX,78541,Cesar Village,Residential,Single Family Residence,5662,1405,2025,3,2,254000,44.86,2026-03-18,Active,active,498432,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/498432/4125-Carol-Lane-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,2228 N Revolution,Edinburg,TX,78541,Russell Village,Residential,Single Family Residence,5884,1326,2023,3,2,248000,42.15,2025-08-05,Active,active,477766,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/477766/2228-N-Revolution-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,324 Toronto Avenue 39,McAllen,TX,78541,Townhomes Of Los Alegres #2,Residential,Townhouse,2924,2219,1990,4,3,345000,117.99,2025-11-03,Active,active,485870,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/485870/324-Toronto-Avenue-39-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,4017 Carol Lane,Edinburg,TX,78542,Cesar Village,Residential,Single Family Residence,5499,1420,2025,3,3,269000,48.92,4/16/2026,Closed,sold,492636,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/492636/4017-Carol-Lane-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,4013 Carol Lane,Edinburg,TX,78542,Cesar Village,Residential,Single Family Residence,5499,1469,2025,4,2,270000,49.1,3/31/2026,Closed,sold,486677,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/486677/4013-Carol-Lane-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,3510 Country Club Drive 4,Edinburg,TX,78542,Monte Cristo Golf & Country Club,Residential,Townhouse,1920,1152,1975,2,3,108000,56.25,6/15/2023,Closed,sold,406262,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/406262/3510-Country-Club-Drive-4-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,2404 Verbena Avenue,Edinburg,TX,78542,Mesquite Village,Residential,Mobile Home,5662,678,1996,2,1,68000,12.01,5/30/2025,Closed,sold,455446,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/455446/2404-Verbena-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,4117 Alexia Lane,Edinburg,TX,78542,Cesar Village,Residential,Single Family Residence,6050,1500,2026,3,3,274990,45.45,2026-04-18,Active,active,501932,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501932/4117-Alexia-Lane-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,4013 Alexia Lane,Edinburg,TX,78542,Cesar Village,Residential,Single Family Residence,5499,1440,2025,3,3,269000,48.92,2026-04-13,Active,active,501655,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501655/4013-Alexia-Lane-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,2616 Verbena Avenue,Edinburg,TX,78542,Mesquite Village,Residential,Mobile Home,5248,1764,1984,4,3,120000,22.87,2026-04-08,Active,active,501069,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501069/2616-Verbena-Avenue-Edinburg-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
A,IDX-juanjoseelizondo,townhouse_retail,217 Robin Avenue,McAllen,TX,78504,North Garden Villas,Residential,Townhouse,2408,1478,2009,2,3,180000,74.75,4/17/2026,Closed,sold,493923,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493923/217-Robin-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,1100 Shasta Avenue 7,McAllen,TX,78504,Primrose Homes Condominiums,Residential,Condominium,3371,1204,2001,2,2,143000,42.42,4/17/2026,Closed,sold,488543,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/488543/1100-Shasta-Avenue-7-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
D,IDX-juanjoseelizondo,townhouse_retail,4808 Oleander Avenue,McAllen,TX,78504,Taylor Creek Villages,Residential,Single Family Residence,5999,1320,2025,3,2,250000,41.67,3/24/2026,Closed,sold,467947,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/467947/4808-Oleander-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,1328 Ozark Avenue,McAllen,TX,78504,Villagio,Residential,Single Family Residence,2779,1455,2014,3,2,245000,88.16,6/05/2023,Closed,sold,404378,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/404378/1328-Ozark-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,3116 York Avenue,McAllen,TX,78504,Villanueva Estates At Trinity Oaks,Residential,Single Family Residence,6050,1503,2023,3,2,256000,42.31,6/16/2023,Closed,sold,402021,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/402021/3116-York-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
A,IDX-juanjoseelizondo,townhouse_retail,2609 Warbler Avenue,McAllen,TX,78504,Habitat Village,Residential,Townhouse,2600,1449,2024,3,3,27100,10.42,6/11/2025,Closed,sold,466301,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/466301/2609-Warbler-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
B,IDX-juanjoseelizondo,townhouse_retail,9401 N 10th Street 2,McAllen,TX,78504,Timberhill Villa # 2,Residential,Mobile Home,4596,1036,1989,2,2,55000,11.97,8/18/2025,Closed,sold,476060,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/476060/9401-N-10th-Street-2-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
D,IDX-juanjoseelizondo,townhouse_retail,9401 N 10th Street,McAllen,TX,78504,Timberhill Villa,Residential,Mobile Home,4176,1008,1979,2,2,70000,16.76,3/25/2024,Closed,sold,423116,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/423116/9401-N-10th-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
A,IDX-juanjoseelizondo,townhouse_retail,6800 N 23rd Street 6,McAllen,TX,78504,Las Torres Condominiums,Residential,Condominium,2322,1067,1980,2,1,95000,40.91,6/30/2025,Closed,sold,472676,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/472676/6800-N-23rd-Street-6-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,6800 N 23rd Street 3,McAllen,TX,78504,Las Torres Condominiums,Residential,Condominium,2322,1067,1980,2,1,95000,40.91,6/30/2025,Closed,sold,472686,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/472686/6800-N-23rd-Street-3-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,5308 N 15th Street 3,McAllen,TX,78504,Santa Elena Condominiums,Residential,Condominium,2360,1092,1990,2,2,117000,49.58,6/09/2025,Closed,sold,457059,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/457059/5308-N-15th-Street-3-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,704 Kerry Lane,McAllen,TX,78504,El Cazador,Residential,Townhouse,3415,1741,1991,3,2,132000,38.65,9/15/2025,Closed,sold,471095,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/471095/704-Kerry-Lane-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
B,IDX-juanjoseelizondo,townhouse_retail,6832 N 4th Street,McAllen,TX,78504,Diamante Village,Residential,Townhouse,2249,1697,2006,3,3,145000,64.47,10/09/2024,Closed,sold,449617,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/449617/6832-N-4th-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
B,IDX-juanjoseelizondo,townhouse_retail,1600 W Nolana Avenue C-15,McAllen,TX,78504,Case Madrid Townhouses,Residential,Condominium,3263,945,1973,2,2,164000,50.26,7/04/2024,Closed,sold,440354,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/440354/1600-W-Nolana-Avenue-C-15-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Sold townhouse w/in 24mo, lot 1,500-5,000 SF — secondary imputed-land basis"
C,IDX-juanjoseelizondo,townhouse_retail,2641 Warbler Avenue,McAllen,TX,78504,Habitat Village,Residential,Townhouse,2600,1420,2024,3,3,267000,102.69,2026-04-20,Active,active,502232,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502232/2641-Warbler-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,2637 Warbler Avenue,McAllen,TX,78504,Habitat Village,Residential,Townhouse,2600,1449,2024,3,3,269000,103.46,2026-04-20,Active,active,501643,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/501643/2637-Warbler-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,9401 10th,McAllen,TX,78504,Timberhill Villa # 2,Residential,Mobile Home,5062,826,1989,2,1,68000,13.43,2026-04-17,Active,active,502074,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/502074/9401-10th-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,10202 N 13th Street,McAllen,TX,78504,Villas On Freddy,Residential,Single Family Residence,3994,2257,2021,3,3,304000,76.11,2025-04-24,Pending,active,469357,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/469357/10202-N-13th-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 204,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-27,Active,active,474676,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474676/5321-N-10th-Street-204-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 101,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-27,Active,active,474720,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474720/5321-N-10th-Street-101-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 104,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-27,Pending,active,474728,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474728/5321-N-10th-Street-104-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 201,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-27,Active,active,474732,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474732/5321-N-10th-Street-201-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 102,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-27,Active,active,474724,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474724/5321-N-10th-Street-102-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 503,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-27,Active,active,474739,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474739/5321-N-10th-Street-503-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 203,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-27,Active,active,474736,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474736/5321-N-10th-Street-203-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 504,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-27,Active,active,474737,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474737/5321-N-10th-Street-504-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 303,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-30,Active,active,474738,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474738/5321-N-10th-Street-303-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 502,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-30,Active,active,474866,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474866/5321-N-10th-Street-502-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 404,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-30,Active,active,474863,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474863/5321-N-10th-Street-404-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 401,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-30,Active,active,474854,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474854/5321-N-10th-Street-401-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 501,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-30,Active,active,474865,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474865/5321-N-10th-Street-501-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 403,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,2,2,200000,116.21,2025-06-30,Active,active,474858,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474858/5321-N-10th-Street-403-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,5321 N 10th Street 301,McAllen,TX,78504,The Ww Complex Condominiums,Residential,Condominium,1721,1962,1982,3,2,200000,116.21,2025-06-30,Active,active,474868,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/474868/5321-N-10th-Street-301-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
D,IDX-juanjoseelizondo,townhouse_retail,3113 Arroyo Avenue,McAllen,TX,78504,Villanueva Estates At Trinity Oaks,Residential,Single Family Residence,6381,1451,2022,3,2,270000,42.31,2025-08-18,Pending,active,477981,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/477981/3113-Arroyo-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,9401 N 10th Street 3-15,McAllen,TX,78504,Timberhill Villa # 3,Residential,Mobile Home,6320,840,1990,1,1,70000,11.08,2025-12-29,Active,active,490614,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/490614/9401-N-10th-Street-3-15-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
C,IDX-juanjoseelizondo,townhouse_retail,1600 W Nolana Avenue A5,McAllen,TX,78504,Case Madrid Townhouses,Residential,Townhouse,3263,945,1973,2,2,138000,42.29,2026-03-04,Active,active,497089,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/497089/1600-W-Nolana-Avenue-A5-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,3008 S M Street,McAllen,TX,78504,Las Canadas,Residential,Townhouse,3280,1331,2007,3,3,168000,51.22,2026-01-06,Active,active,491287,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491287/3008-S-M-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
C,IDX-juanjoseelizondo,townhouse_retail,4221 Heron Avenue 17,McAllen,TX,78504,Sunset Village Condominiums,Residential,Condominium,3551,980,2025,3,2,169500,47.73,2026-02-01,Active,active,493172,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/493172/4221-Heron-Avenue-17-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Active/pending listing — market floor signal
A,IDX-juanjoseelizondo,townhouse_retail,2707 E Solar Drive,Mission,TX,78501,Garden Path,Residential,Townhouse,2614,1963,2025,3,3,363000,138.87,3/19/2026,Closed,sold,491020,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/491020/2707-E-Solar-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
A,IDX-juanjoseelizondo,townhouse_retail,2613 E Solar Drive,Mission,TX,78501,Garden Path,Residential,Townhouse,2660,1918,2025,3,3,427000,160.53,3/09/2026,Closed,sold,483734,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/483734/2613-E-Solar-Drive-Mission-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,"Recent sold townhouse, lot 1,500-3,500 SF, w/in 12 mo — for imputed-land calc"
D,IDX-juanjoseelizondo,townhouse_retail,2329 N Peking Street,McAllen,TX,78501,Villas At La Vista,Residential,Single Family Residence,5502,1867,2023,3,2,295000,53.62,4/28/2023,Closed,sold,396722,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/396722/2329-N-Peking-Street-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,1900 La Vista Avenue,McAllen,TX,78501,Del-Lou,Residential,Townhouse,3419,1410,1976,4,2,180000,52.65,5/26/2023,Closed,sold,396649,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/396649/1900-La-Vista-Avenue-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,1401 N 15th Street A-5,McAllen,TX,78501,Boulevard Heights Condo,Residential,Condominium,2726,1146,1989,2,3,155000,56.86,6/05/2023,Closed,sold,401600,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/401600/1401-N-15th-Street-A-5-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
D,IDX-juanjoseelizondo,townhouse_retail,301 E La Vista Avenue 50,McAllen,TX,78501,Sunset Village Condominiums,Residential,Condominium,6181,1714,1979,3,3,215000,34.78,6/14/2023,Closed,sold,402245,https://juanjoseelizondo.idxbroker.com/idx/details/listing/d337/402245/301-E-La-Vista-Avenue-50-McAllen-TX?widgetReferer=true,Imputed-land calc: take 18-22% of price as land share,Larger-lot townhouse — broad-market context
